Sr_No,Review_Title,Review_Text,Review_Rating,Buyer_Type,Review_Date,Upvote,Downvote,Read,Sum_of_Up_Down,No_of_Pics,Gender,Len_before,Num_Sentence,No_QMark,No_ExMark,No_Upper,No_proper,Emoji_Count,h
312,"Poor battery, may be its a faulty Product.","Packing was not at all good. N i have received this handset with drowned battery. Had to charge it before starting up. While doing setup i have to enter the password for various gmail ids, due to which i doubted that my new iphone 7 worth rupees around 60k is not brand new or second hand or duplicate. Now after using it i came to know that its battery is very poor as compared to its previous versions. I have used 6, n 6s before, the battery backup which i have got was extremely good but i am not satisfied with iphone 7 battery or may be i have got faulty product. I have lost trust in flipkart.",2,Certified Buyer,2017-08-01 00:00:00,71,121,READ MORE,192,0,M,118,7,0,,0,,0,0.37
313,Awesome phone!!!,"Upgraded from iPhone 5S to 7 and it's amazing. Fastest mobile available in market and does not even get heated up when using it continuously. Battery back up is amazing as it withstands 8 to 10 hours with continuous 4G network usage. Best ever mobile.
 
 Product delivery got delayed by 1 day but still would like to give 5 rating as the customer service was excellent.
 
 Thanks Flipkart..",5,Certified Buyer,2017-01-01 00:00:00,29,42,,71,0,M,68,6,0,,0,,0,0.41
338,True iPhone experience,"Its an absolutely amazing product. Using it for about a month now. It handles all day to day activities like a breeze. I have upgraded from iPhone 5s and the difference is very noticeable. I can definitely see myself holding this phone for another 2-2.5 years atleast as iPhone generally have very good shelf life.
 
 Also kudos to Flipkart, got this phone for just Rs.38,500 and got delivered in 2 days.
 
 Keep up the good work!",5,Certified Buyer,2017-06-01 00:00:00,10,10,,20,0,M,76,7,0,,0,,0,0.5
339,Just okay,I bought this product for 60000 rupees prepaid still the courier boy kept saying that he will deliver the phone tomorrow I said it's showing out for delivery so I got home n waited but he kept saying that he will deliver tomorrow n then said to come to another colony plus he got it delivered on flipkart app on 4 pm while he really delivered on 6 pm I still don't know why he did that I got frustrated then the phones volume up key wasn't clicking n functioning still I got to flipkart service they said to go to Apple service centre i got there they fixed it then I came back n battery draining happened so I reseted the phone it's okay now still the delivery n piece I got wasn't good enough still got for good price so can't complain...still please improve your delivery service flipkart it's not up to the mark still happy with purchase n that's why I removed two star.... UPDATE... phone drained battery BUT after 10.3.3 update it works fine i think it was a software issue still would've been better if flipkart's service was better as well as apple's but it is what it is thank god phone healed itself after software update ......,3,Certified Buyer,2017-05-01 00:00:00,10,10,READ MORE,20,0,M,213,1,0,,0,,0,0.5
340,"Great phone, missing headphone jack aside.","The phone is exactly as described with impeccable build and quality. The new black colour also looks great. Yes, it is expensive but with the cash back offers on the pre-order units, it worked out to around 5k more than the US price (including taxes). That is the cost I guess for the Indian warranty and peace of mind.
 
 Also, flipkart being flipkart, it attempted delivery of the phone the next day after it was released which was great.",5,Certified Buyer,2016-10-01 00:00:00,13,15,,28,0,F,79,5,0,,0,,0,0.46
341,Great experince,Mobile is good. No defects thanks to supercomnet retailers. Flipkart delivered after a week and promised date but they would have delivered early before promised date. They miss routed couriers and I can see misrouted sticked on package.Apart from Ekart delivery product is good and I have noticed mobile heating up when high utilisation is happening mostly using WhatsApp video calling but not frequently.its been two months of experience in iphone7 mobile is good and inbuilt apps are cool.,4,Certified Buyer,2017-07-01 00:00:00,9,9,,18,0,X,79,4,0,,0,,0,0.5
342,Nice phone,"Used an ios product for the first time, thanks to flipkat's 40k price, nice phone, heats a little more than what I expected but performance is amazing, benchmark score varies according to the temperature, kept in the fridge and benchmark scores were on par with other iPhone scores!! Overall satisfied with the purchase",5,Certified Buyer,2017-05-01 00:00:00,9,9,,18,0,M,53,2,0,,0,,0,0.5
343,Absolute rubbish!,This product has a hardware issue which confirmed by Apple itself. But Flipkart support is reluctant to take back the product though I have submitted the apple case number on this. Don't purchase Apple products from Flipkart. it's a nightmare,1,Certified Buyer,2017-08-01 00:00:00,19,26,,45,0,X,40,4,0,,0,,0,0.42
344,Worth purchase,"Its a phone that u dream to use for , only 1 thing needed to be changed its quiet difficult to get which one is iphone 6 or 7 due to same looks otherwise iphone 7 is very good",4,Certified Buyer,2017-01-01 00:00:00,6,5,,11,0,M,39,1,0,,0,,0,0.55
345,Don't waste your money,"its a dead one when j opened it...
 but its a felling of relax that fkipkart is going to replace this one...",1,Certified Buyer,2016-12-01 00:00:00,8,8,,16,0,X,22,1,0,,0,,0,0.5
346,This is 7. But doesn't live upto expectations.,"iPhone 7 - 32GB Black

Pros :
- Superfast A10 Processor
- Improved Home button (Haptic Feedback)
- Excellent Low light camera with Image stabilisation
- 32GB Storage from base models
- Improved Stereo sound from speakers
- Great battery life. Almost lasts for a day with a full charge. Significantly better than the predecessor.
- Most importantly, this time it is waterproof.

Cons :
- I had the iPhone 6S (16GB), I haven't noticed much difference and the aesthetics of the phone just feels the same. Not worth upgrading from an iPhone 6 / 6S.
- No headphone jack. Have to insert the adaptor in order to use any external headphones with 3.5mm jack.
- Screen quality is the same.

Verdict : I feel the phone was overhyped while the phone is a very good buy for new iPhone users or anyone upgrading from 5S and below.",5,Certified Buyer,2016-10-01 00:00:00,8,8,READ MORE,16,0,M,148,10,0,,0,,0,0.5
347,"The perfect mix of Storage, form factor and capabilities","Bought this on Day 1 of India launch !
 Amazing hardware/software unified experience.
 much improved back/front camera...
 and.. with minimum 32 GB, apple has finally done the storage right.
 Fingerprint unlock works flawlessly !",5,Certified Buyer,2016-12-01 00:00:00,15,20,,35,0,F,34,4,0,,0,,0,0.43
351,Best Phone I ever used,"Apple haters can say anything, well they say only 2 things, customisation and price, I am not a typical customisation guy, for me things have to work out of box as expected and it should be updated always. Data security is most important. After seeing lots of YouTube reviews I bought Samsung Galaxy S7, For one week it was cool, After that it starts to feel like another android device, Latest features only on paper no refinements, Bad UI, For any consumer device design and usability matters, well felt like it not refined just like skin over android, a lot of background services. Bad camera - in low light and back object appear below average. You can't download or update apps on roaming cellular network. I thought to exchange it with iPhone no luck on Flipkart there is not S7 option on SAMSUNG category, Outside no value for secondhand android device so I gave device brother and Bought iPhone 7. I am using a Mac as my system both work together great. As always fell grate on hands, Awesome UI, much refined apps, Better image rendering, Best security integration with apps, message grate, 1.5 days of battery backup on medium internet usage, Automatic back of all call history from old to new apple device, free apple apps as Garageband, move, 4K video shooting and more on I am loving it",5,Certified Buyer,2017-05-01 00:00:00,16,24,READ MORE,40,0,M,230,8,0,,0,,0,0.4
352,Worth buy,"Product:
 A better touch and response time then previous versions of iPhone. Black color is super cool, though not much change in looks. Camera upgrade is good, with a brighter display.
 Stereo sound is good, new home button is quite sensitive, overall a good buy.
 
 Delivery and packaging:
 Timely delivery and in a uber cool box, kudos to Flipkart for that",4,Certified Buyer,2016-10-01 00:00:00,15,22,,37,0,M,61,5,0,,0,,0,0.41
353,Amazing Iphone 7,"Iphone 7 is amazing phone featuring best camera that it could put off at least some people from buying a DSLR.
 Thank u flipkart for such an instant delivery:)",5,Certified Buyer,2016-10-01 00:00:00,8,9,,17,0,M,29,2,0,,0,,0,0.47
354,iPhone 7 great value for money,"Excellent and great value for money. It's been a great experience after moving from iPhone 4s for 4 years to iPhone 7. Everything seems to be new, fast touch response and finger print sensor is great. Best and fast processor in the current smartphones. Camera is outstanding, I always had better camera experience in iPhone 4s and now iPhone 7 with 12mp & 7mp is really great, especially low light shots are great. Although missing 3.5mm jack but lightning cable for headphone and charger is also way too good. Overall it been a great buying experience with Flipkart with great discounts and exchange offer. Thumps up :-)",5,Certified Buyer,2017-01-01 00:00:00,9,11,READ MORE,20,0,M,107,8,0,,0,,0,0.45
355,Superb product and fantastic service by Flipkart !,"Classy product again from Apple and tremendous effort by Flipkart to make sure this purchase is made memorable to customers by delivering the product right on the launch time . Was bit disappointed to be not one of those lucky ppl to have the iphone7 delivered by the Flipkart founders , but I do understand it was not possible for them to deliver it to everyone .

The phone looks beautiful as always , amazing camera quality and the touch quality . I have just started using the phone and Flipkart is the first app I downloaded on it so that I can review the product . After a few days of usage , I will come up with an in depth review of the product .

Flipkart u rock !!!",5,Certified Buyer,2016-10-01 00:00:00,10,13,READ MORE,23,0,M,131,7,0,,0,,0,0.43
356,Terrific purchase,"Camera is superb.....natural
 I satisfy this product...
 If asking about processing than go ahead blindly this product",5,Certified Buyer,4 months ago,13,20,,33,0,M,17,2,0,,0,,0,0.39
357,Gorgeous black,"iPhone 7 was launched at 7 PM IST on October 7 in India. I received an SMS at 7 PM that the delivery boy is out and I will be getting the product. I received my product at 8 PM, within one hour of the launch. With great excitement I open the packing that said priority. Upon opening I found a flipkart exclusive black box designed for iPhone 7. This packing is elegant and a surprise. Kudos to flipkart for the packing and delivery.

Coming to the phone:
1) The colour is elegant. Even though the design is nearly the same except for the 3.5mm earphones jack, the colour is something which makes it different and gorgeous. The touch is awesome and the phone setup is easy.
2) The speakers are louder than the previous versions of the phone. But I am not sure if it is 2 times the sound of previous phones.
3) 4G reception is good. I tried Airtel 4G and Reliance Jio.
4) The camera is good.
5) I absolutely love the customisable home button which gives me feeling that I am pressing a button which is against the feeling of using most android phones.
6) More storage is a delight.

Cons:
1) The battery backup is not great. It is draining quite fast even at minimal YouTube and internet usage with no new apps installed and running in the background.
2) The display satisfies my eyes but it could have been better when it comes to resolution. But I love what I am seeing.

The phone is gorgeously simple. Thanks to flipkart and Apple.",5,Certified Buyer,2016-10-01 00:00:00,41,83,READ MORE,124,0,M,269,23,0,,0,,0,0.33
358,Wrong product,"Bad product
 1. Headphones not working
 2. 4 hour standby battery life",1,Certified Buyer,2017-04-01 00:00:00,6,6,,12,0,M,12,3,0,,0,,0,0.5
359,Most awaited phone,"Thanks to flipkart. It was really grt feeling to have grt phone in hand. The iPhone 7 has awesome touch,battery back,design etc.and above all the camera quality is too good. Again my grt thanks to flipkart to deliver the phone on time.",5,Certified Buyer,2016-10-01 00:00:00,6,6,,12,0,M,42,4,0,,0,,0,0.5
360,Defective pieces- Dont buy,"Guys if you are spending money don't spend it here. I purchased my iphone 6 two years back online in other site. it is working fine. but iphone 7 which I ordered on last sale was defective. I give room for mistake, even if its for apple. But the replacement is also again a defective piece. Then only I could see that flipkart is selling all defective pieces. I am very much annoyed with the purchase. after spending this much I am not peaceful. I am returning the product as the speaker was not working at all in both iphones. For this I have sent for replacement of my old phone also. Sad of me.",4,Certified Buyer,2017-01-01 00:00:00,21,37,READ MORE,58,0,M,115,12,0,,0,,0,0.36
362,Superb and stylish!,"Superb phone, elegant, stylish and classy colour matte black...made a great choice :)
 Flipkart lived up to its delivery promise which is today the launch day. Overall brilliant! Worth the money spent",5,Certified Buyer,2016-10-01 00:00:00,14,22,,36,0,X,32,3,0,,0,,0,0.39
363,Way to go Flipkart!,A big thank you to the guys at Flipkart for going the extra mile and surprising me by hand delivering the phone on the launch day with chocolates and everything! best service experience! And the phone looks incredible :D I strongly recommend you purchase your i7 on Flipkart. -R,5,Certified Buyer,2016-10-01 00:00:00,13,20,,33,0,M,49,4,0,,0,,0,0.39
364,My first proper iDevice,"Started with iOS and now back to it!

The iPhone 7 is a wondrous device with slick animations, gorgeous design, and compelling hardware - but it does come with its niggles - especially for people coming from Android. The first nick is the lack of convenient transitioning software (the move to iOS feature kept crashing on me for some reason) - so you have to start off by manually doing everything again - the same way you've been doing for the last 15 years or so. So say anything you want about technology but some things aren't changing here either. Now that we know that we have to feed all contacts manually to avoid complex data inconsistencies, you think of leaving that for last and install the super handy Trucaller app in the meantime - ONLY TO REALIZE MOMENTS LATER THAT TRUCALLER ON iOS DOES NOT SHOW A LIVE CALLER ID THE WAY IT DOES ON ANDROID - which essentially means you're left feeling completely embarrassed for the first few moments of any call you take if not the entirety of the call - AFTER which you can check the number MANUALLY and lament your lack of better judgment during a call.

But, a few more nicks later, you will most certainly come out overwhelmingly satisfied with your decision to switch to an iDevice! Long live Apple!

A big thumbs up to Flipkart for convening our purchases - big or small - in such little time and with so little trouble!",5,Certified Buyer,2016-11-01 00:00:00,10,15,READ MORE,25,0,M,251,8,0,,0,,0,0.4
365,Awesome,"Was ordered for my friend, terrific performance is on par or better even than my one plus 5 which sports the latest snapdragon 835. Build quality is top notch and the camera performance is great even in low light. Got it for 42000 and this is definitely a great phone at this price.",5,Certified Buyer,2017-06-01 00:00:00,6,7,,13,0,F,53,3,0,,0,,0,0.46
366,Useless product,"1 star is for the seller...The seller doesn't deliver on promised date, which defeats the shopping experience. And this seems to be like some regular thing looking at the other reviews mentioned here. iPhone 7 by itself is 5 star product.",1,Certified Buyer,2016-12-01 00:00:00,8,11,,19,0,M,41,3,0,,0,,0,0.42
378,Terrific,Everything is good. Camera quality is also good. Dolby sound with better voice,5,Certified Buyer,2018-10-01 00:00:00,6,8,,14,2,M,13,3,0,,0,,0,0.43
379,Defective product delivered,"Brought it a week ago. Defective product delivered. Got it confirmed in a report from Apple authorized service center. Since then following up with Flipkart customer care, who seem to have no clue in handling our compliant. Had i faced this issue in West, they just would have just exchanged. Felt really sad that i brought it on Flipkart and interacting with some ppl who have no clue about customer service.",2,Certified Buyer,2017-05-01 00:00:00,6,8,,14,0,F,71,6,0,,0,,0,0.43
380,Delightful,"Product is good as the world knows but the delivery system was pathetic.
 Initial date-14th Oct, delayed to 17th oct,changed color to Gold colour,credited with rs1000 gift card as compensation.
 But then again delivery got delayed for 2 more days though the product had reached nearby hub.
 
 It shows flipkart's professionalism and logistics in poor light",4,Certified Buyer,2016-10-01 00:00:00,5,6,,11,0,M,56,4,0,,0,,0,0.45
1008,5K android phone better than this.,"I brought this day of launching , with lots of expectations but I started facing network issue I thought that's because of airtel , many time i had fight with aitel people about network they were keep insisting me we have done everything to fixed it they are also unable to understand why the problem is coming (They too afraid to comment on my iphone because I had brand new ""The Iphone"" ) anyway I compromised with it and thought airtel service is bad. but then some of may applications starts creating problems , I ignore it too.
 Thn I was unable to access my photos, Its been only 8 months and todays is the day its completely stop working .
 
 I had worse experience with apples than any other phone, its pathetic.
 
 Please don't buy it if really value for your money even 5K anriod phone better than this.",1,Certified Buyer,2017-06-01 00:00:00,12,24,READ MORE,36,0,X,150,5,0,,0,,0,0.33
1007,Worth every penny.,Well as usual the The touch is awesome. Form factor in ease of use is good. Awesome delivery by Flipkart. Great packaging. Flipkart left no stone unturned to make it feel personal. The great feature in iPhone 7 you can uninstall the default apps which you don't want to use. As usual Siri is great. Great discount by Citibank.,5,Certified Buyer,2016-10-01 00:00:00,9,16,,25,0,M,59,8,0,,0,,0,0.36
1030,Horrible,"Mediocre product and service. The phone worked well for first 10 days but started heating while using and Charing after that. The battery takes 3 hrs to fully charge and same time to discharge. I am worried if it will explode in my hand.
 
 No help from flipkart or seller as it is past 10 days. So much so for a 60k product. Took a Long trip to service center to find there is a software problem, the phone was restored but problem persists. They say that heating is normal and we can only do something if a overheating message comes. even if the phone feels fresh out of oven. Simply at mercy of apple now and will visit again.
 
 Just give me a replacement or my money back.
 
 About the product, there are no clear winners over 6 /6s . The product is over hyped and with unnecessary changes like lighting headphones to fuel apple's arrogance. Now you have to carry different sets for your iphone, iPad and Mac.",1,Certified Buyer,2016-11-01 00:00:00,21,64,READ MORE,85,0,F,170,14,0,,0,,0,0.25
1009,Awesome phone & faster delivery.Flipkart Rocks,"Flipkart has fulfill my wish by delivering my new IPhone 7 on the launch day. First of all thanks to the Flipkart team for such a better coordination they showed by delivering the phone on jst at the time of launch. Everyone was in queue at Apple Store for buying and I was the 1 who got the phone faster than the store.
 
 Worth of buying the iPhone 7. This phone is having a great feature.
 
 
 Thanks once again",5,Certified Buyer,2016-10-01 00:00:00,6,9,,15,0,M,79,6,0,,0,,0,0.4
1010,Happy and satisfied,"I just upgraded from iPhone 6 to 7. I know a lot of people agree that it is not a significant upgrade in terms of looks and hardware. But let me tell you, I inboxed it. The moment I held my device (matt black), it felt different. I'm a fan of Apple products and this latest one is my favourite. The camera is significantly better.
 
 Thanks to Flipkart and Ekart for the timely delivery.",5,Certified Buyer,2016-10-01 00:00:00,11,23,,34,0,M,74,7,0,,0,,0,0.32
1011,Wonderful,"Have bought this phone last September 2017 during the Diwali Sale cost me around 38k. It's been 4 months and I am happy with phone performance. 32gb memory is good enough if you are not a heavy user.
 Gives you other various inbuilt options that let you explore such amazing and cool apps on itunes.
 Though have not tested water resistant but over all the phone performance is really good.",4,Certified Buyer,2018-01-01 00:00:00,13,29,,42,0,M,70,5,0,,0,,0,0.31
1012,Super!,Mast phone.....,5,Certified Buyer,5 months ago,5,5,,10,1,M,2,1,0,,0,,0,0.5
1031,Flipkart is very good way to buy any products,"Flipkart is a very Fastest!!!!!!!!!!!!!!!
 
 My Name is Jasbir Singh Advocate, from Gurgaon, finally I got the most awaited iPhone 7, phone of the year and too from flipkart was so amazing.
 
 I am really thankful to flipkart for understanding of customer and also thankful to flipkart's excellent service.
 
 Flipkart delivered my iPhone 7 on 07-10-2016 at 7:20 pm, when Apple conducted all India launch. Flipkart is another word for Geniune products.
 
 iPhone 7 in first looks is a awesome phone with excellent camera. And it's new home button which is more faster than previous iPhones and sound quality is also very good & battery backup is very satisfactory.
 
 I heartly recommend to everyone for buying anything only on flipkart.
 
 Very very thankful to flipkart.......",5,Certified Buyer,2016-10-01 00:00:00,10,24,READ MORE,34,0,M,125,9,0,,0,,0,0.29
1023,Flipkart delivery service was a pain... The phone is great,"Flipkart took a good 16 days, 55 tweets and numerous calls to deliver my order. I got it 2 weeks later after the launch even though preordering. Taking off the 3 stars for the delivery service.
 
 Coming to the phone, it has been a good experience so far. Let's see how it turns out.",2,Certified Buyer,2016-10-01 00:00:00,10,21,,31,0,F,54,5,0,,0,,0,0.32
1024,Super!,"nothing to say apple product,all r best in this smartphone.
 performance is ausome more than i expect..
 camera is good,
 battery back-up is depend as per use...not bad if 4compaire any android phone
 atlast love this phone...thanks Flipkart for a valuable product",5,Certified Buyer,2018-10-01 00:00:00,12,28,,40,2,M,42,2,0,,0,,0,0.3
1025,Thanks to Flipkart,"Awesome product - usual for Apple. Not having a round jack point is an irritant.
 
 Also hats off to Flipkart- I got my phone at 7.15 pm on 7th oct. wonder why people are queuing up for getting this.",5,Certified Buyer,2016-10-01 00:00:00,6,10,,16,0,M,39,3,0,,0,,0,0.38
1026,Really Nice,"A great phone but not for the ones who have already used 6s u'll not be albe to see much difference.
 Got the delivery on time
 Note:- if u are new to iphone think of buying 6s rather than 7 to save those 10k.",4,Certified Buyer,2017-01-01 00:00:00,7,13,,20,0,X,44,2,0,,0,,0,0.35
1027,Upgrade from iPhone 5S,"The camera has improved leaps and bounds, probably is of DSLR quality now in terms of functionality. Phone's processing power is also superb. I am using some 50+ different apps simultaneously, the phone neither hangs nor drains the battery.
 
 The Jet Black is quite an upgrade. The looks and feel is top class.
 
 Finally Flipkart did something good with my delivery and updates.",5,Certified Buyer,2017-03-01 00:00:00,5,7,,12,0,M,63,6,0,,0,,0,0.42
1028,Fabulous!,"Pros: Great Build, Great Camera(wish I could upload a picture here), Great Audio. Taptic works well.
 
 Cons: No headphone jack, you have to carry two wired headphones if you use Mac and iPhone :( . Case for iphone6 is not the perfect fit as that will cover few speaker holes, so don't buy case for iPhone6 assuming that will fit.",5,Certified Buyer,2016-10-01 00:00:00,8,17,,25,0,X,60,4,0,,0,,0,0.32
1029,Nice Work,"Well packed and orchestrated by Flipkart. For the iphone 7, excellent !!!",1,Certified Buyer,2016-10-01 00:00:00,20,59,,79,0,X,12,3,0,,0,,0,0.25
1035,Defected handset,"I ordered IPhone 7 jet black 128 gb on 18th may and received on 26th May. This is my 1st IPhone and after exploring my first apple product for 2 day i found there is a defect with the silent button. I don't know whether it is loose or what but the phone switched between silent and ringing mode automatically. When i finally decided to exchange the product i din't find any option to replace/exchange. After spending 50k INR what i got is a defected handset and on top of that i don't know what to do next.
 
 I just hope after reading this flipkart would help me in some way because i invested a considerably huge amount for my convenience and not to see the mobile service centers. If i would want to go to service center i would have got my old phone repaired.",1,Certified Buyer,2017-05-01 00:00:00,8,19,READ MORE,27,0,M,146,7,0,,0,,0,0.3
1046,Wonderful,"First I'm reviewing the product:
 
 As I was using iPhone 5 earlier this phone is much amazing. In speed and in performance both. Camera is of very good quality and images are coming more stabilized and crisp. Black color and design and curves of this phone is awesome.
 
 Secondly let's talk about Flipkart delivery. I just want to say if end is well then all well but Flipkart should introduce more transparency in there delivery system to save customer from a nightmare like situation specifically around such big sales. My product got delayed by a week no body was able to give me clear picture that why it is delaying and when it is going to be delivered. So I'm hoping that next time Flipkart is going to manage there delivery part much efficiently.
 
 Thanks Flipkart for such a wonderful phone. :)",4,Certified Buyer,2016-10-01 00:00:00,4,7,READ MORE,11,0,M,142,10,0,,0,,0,0.36
1032,outstanding,"it;s out of world , no words to explain my reviews . Apple rock . and W.S. Retailer outstanding service keep it up",5,Certified Buyer,2016-10-01 00:00:00,4,6,,10,0,M,23,4,0,,0,,0,0.4
1033,Fair,will review full after use,3,Certified Buyer,2018-10-01 00:00:00,12,31,,43,2,M,5,1,0,,0,,0,0.28
1034,Awesome Product,"Awesome product and Awesome service
 
 Thanks
 Samsad Ahmad",5,Certified Buyer,2016-10-01 00:00:00,5,9,,14,0,M,8,1,0,,0,,0,0.36
1047,"Misleading ads, All hype not worth it","Have seen ads about iphone7 coming with wireless earphones. ""What are earpods"" I'm not a tech savvy person, when I saw earpods in product description I thought earpods are cordless earphones. When I received the delivery to my surprise there are normal earphones, moreover the earphones do not connect to phone directly it requires another connecting cord. Now we have to carry this additional dingy cable all along with it. Also, the packaging of the accessories is lousy - didn't expect this from apple for a product at such a price tag.
 
 It seems there is a problem with sound volume also not certain yet.
 
 All hype not worth it. Think once again before buying iphone6 could be better value for the price.",1,Certified Buyer,2016-10-01 00:00:00,29,108,READ MORE,137,0,X,123,8,0,,0,,0,0.21
1079,Brilliant,"Its a great phone if you are gettting into the ios ecosystem after using android it wont dissapoint you,this phone is like an old nokia feature phone in a good manner which lets you do anything you want,open any apps with in a spilt of second,its camera is one of the best in 2017. I would say after pixel it has the best camera, it has great battery life uptill now it gave around 8-9 hrs screen usage if used on low power mode though i would say go for the 7plus if your budget permits and it feels really weird after using galaxy note 4 though you would get habituated with the screen size after a while.I would also recommend get a midrange android phone as you will be using best of the both worlds.The charger that is provided is really slow only 1amp so throw that into the garbage and buy yourself an aukey quick charger though iphone will not support qualcomm quick charge 2.0 but it will charge fast from 0-80% with in 50 mins though it gets heated up which is normal.And another thing which is really annoying is to find the 3.5 mm headphone adapter whenever i need to plug in my headphnones as i dont use the stock headphones as it is really not that great.Never faced any performance issue after using for 2 months and its performance is just like new when i got.
 P.s - I was an android user and am still now and i use both note 4 and iphone 7",5,Certified Buyer,2017-07-01 00:00:00,5,8,READ MORE,13,0,M,261,3,0,,0,,0,0.38
1086,"Apple iPhone 7, 128GB Review","Just got my new iPhone 7 delivered from Flipkart, less than 24 hours after placing the order. Was using a 16GB iPhone 5S before this, and clearly the 7 is a huge leap for me. Bigger screen looks and feels brilliant, new home button is lightening quick, and both cameras are nothing short of amazing! Of course, water and dust resistance makes the 7 a better bet for a constant traveller like me. Force touch and intuitiveness are fantastic too. With its speed and functionality the 7 should certainly give my productivity a boost!",5,Certified Buyer,2016-11-01 00:00:00,4,10,READ MORE,14,0,M,94,6,0,,0,,0,0.29
1101,AFTER 1Yr OF USE....,"“FANTASTIC PHONE “
 i got this dream phone very next day of order but it proves a nightmare for me.
 Battery goes down bu 10% if you simply work for 20 minutes.
 Return option does not work and it says visit apple support.
 Anyhow replaced the product by another piece but i must say all models have slight battery crisis.
 Phone performance is fantastic and beyond imagination .
 editing my review and adding some points after 1 yr of use;
 1.great camera,specially primary one.good low light performance.
 i think its camera is better than most of 30K chines brands.
 2.battery is ok ok type.it last for whole day for an avr user.you need to have a power bank while travelling.
 3.seamless user interface and great 3D touch
 4.fastest ever used phone
 5.timely software updates
 6.very slim and classy look
 7.great built quality,no need to worry if slips from your hand.it will be ok most of the times.
 only thing apple need to introduce a fast charging option because it takes around 1 hour n 40 minutes to charge fully.
 anyway...being an apple fan.....",4,Certified Buyer,2018-12-01 00:00:00,5,10,READ MORE,15,3,M,183,11,0,,0,,0,0.33
1044,Great Phone at Great Price,"Great Phone with awesome user interface
 Nothing can beat I phone
 Got at a great price where I simply exchanged my old Samsung Grand phone which if I would have sold in open market I would have received maximum 2K but Flipkart exchanged for 4K
 Flipkart shopping experience is superb
 Genuine Product at unbeatable prices",5,Certified Buyer,2017-01-01 00:00:00,5,10,,15,0,M,55,1,0,,0,,0,0.33
1045,Amazing product,The product was amazing as I upgraded my iPhone 6 from iPhone 7 its a wonderful product with a nice built in quality and much more features it is a must buy product as I got it for a cheaper rate from Flipkart..,5,Certified Buyer,2017-12-01 00:00:00,3,7,,10,0,X,43,1,0,,0,,0,0.3
1103,Decent phone. Recommend going for 7 plus or 8 plus,"First iPhone experience was good, courtesy Flipkart. The phone came as mentioned in the description, without any damages or tampering. I got it in exchange with my one plus one for Rs.31000 during the big billion days including emi offers etc.which was the best price one could get.
 About the product,
 Pros -
 1. Switching from android to iPhone is easy now. Except all your whatsapp backup is in google cloud and I could not find a way to get my previous chats from google to iCloud.
 2. Photos backup in my android are still in g drive, no need for them to download in iphone to take up unnecessary space.
 3. Camera is amazing with inbuilt effects.
 4. Sadly no portrait mode. Can download an app for that though.
 5. UI is amazing, obviously considering its an apple product.
 6. Multitasking and switching between apps is seamless
 Cons -
 1. Poor battery life. Lasts six hours with moderate use.
 2. No fast charging, can use 2A iPad adapter though. Charges 0 to 100 in 2 hours. Will give 40-50% charge within half hour.
 3. Small screen. 4.7 inches is small compared to 5 or 5.5 inch which provides a better experience
 4. Need a protective cover so the screen doesnt break, which changes the look. I myself bought spigen
 5. No headphone jack, if that matters to you.",5,Certified Buyer,2018-01-01 00:00:00,9,35,READ MORE,44,0,M,229,29,0,,0,,0,0.2
1209,Terrific purchase,"Pros
 1) elegant design
 2) rose gold is simply superb
 3) stereo speakers--i must say it's the loudest iPhone i ever used
 4)call quality 10/10
 5) Signal reception excellent
 6) Battery life needs to be tested. Because its only few hours since i am using it. But battery drain is too slow. So i am sure battery life will also be very good.
 7)Performance wise it's a beast. very much impressed
 8) Memory starts now at 32gb!!! Sigh of relief
 9)water proofing---dint test it
 10) Camera 9/10 --- s7 and Google pixel has better camera. Will test it soon.
 
 Cons
 1) i miss home button. because the fingerprint sensor is embedded in the display and won't get a natural feeling of using home button
 2) lack of audio jack.
 
 Lastly i want to thank flipkart for delivering the phone on 7th October 2016. Thanks a lot. Overall very happy with iPhone 7.",5,Certified Buyer,2016-10-01 00:00:00,3,14,READ MORE,17,0,M,152,13,0,,0,,0,0.18
1228,Flipkart Rocks!!!,"I am an A.... Prime member and use it extensively but end up buying all my iphones from Flipkart. Must say here are some great options I get on Flipkart...
 Exchange Rates ( Options to check the resale value without having to type IMEI..)
 Customised Credit Card EMI options
 Offers on domestic cards
 Under commit and over deliver for "" package delivery TAT""
 Thank you Flipkart for the best experience!
 
 I upgraded from IPhone 6-
 
 It's a lovely device!
 
 + ves
 Camera
 Battery
 3d Touch
 Better A 10 Chip - Speed and efficiency
 Waterproof
 Stereo Sounds
 Better LTE Speed
 Tap tic Home Button
 Better Colors",5,Certified Buyer,2017-04-01 00:00:00,2,8,READ MORE,10,0,M,105,4,0,,0,,0,0.2
1231,Highly recommended,"This phone is a beast.The phone is super awesome. Very sleek and photo clarity is superb. Headset also rocks. Battery lasts nearly one and half days. Have been using android for quite some years and i can definitely say how stable the ios is, including the apps. The touch sensor and taptic engine is tremendously fast and responsive. Camera has stunned me, i have been using nexus and one plus so far, though i will definitely not say it is better than those phones in terms of quality. Happy with the purchase",5,Certified Buyer,2016-10-01 00:00:00,3,17,READ MORE,20,0,M,92,8,0,,0,,0,0.15
